../miniconda3/envs/carnd-term1-gpu/bin/python Traffic_Sign_Classifier_7.py
Number of training examples    = 34799
Number of validation examples  = 4410
Number of testing examples     = 12630
Image data shape = (32, 32, 3)
Number of classes = 43
Training...

netdir:  dummy-to-renew
  FILTER1_NUM =  64
  FILTER2_NUM =  84
  FRC1_NUM    =  240
  FRC2_NUM    =  240

EPOCHS ,Valid  ,Test   ,Train  ,msg
      1,0.17166,
      2,0.30227,
      3,0.36961,
      4,0.42880,
      5,0.46735,0.49200,0.52341,
      6,0.50272,
      7,0.53401,
      8,0.57846,
      9,0.60975,
     10,0.64875,0.66904,0.73269,
     11,0.67868,
     12,0.70045,
     13,0.72880,
     14,0.73832,
     15,0.75828,0.77411,0.84428,
     16,0.77642,
     17,0.79887,
     18,0.79977,
     19,0.81519,
     20,0.81678,0.82502,0.91074,
     21,0.83197,
     22,0.83220,
     23,0.84059,
     24,0.84580,
     25,0.86168,0.85495,0.93781,
     26,0.85714,
     27,0.87052,
     28,0.88005,
     29,0.87642,
     30,0.88390,0.87854,0.95264,
     31,0.87732,
     32,0.88367,
     33,0.89410,
     34,0.89864,
     35,0.90045,0.89343,0.96905,
     36,0.89705,
     37,0.90113,
     38,0.90590,
     39,0.90454,
     40,0.90839,0.90238,0.97506,
     41,0.91043,
     42,0.91156,
     43,0.91338,
     44,0.90884,
     45,0.90816,0.90776,0.97965,
     46,0.91497,
     47,0.92177,
     48,0.91406,
     49,0.92041,
     50,0.92971,0.91576,0.98342,
     51,0.91610,
     52,0.92653,
     53,0.92313,
     54,0.92585,
     55,0.92676,0.92217,0.98583,
     56,0.92494,
     57,0.92902,
     58,0.92222,
     59,0.92857,
     60,0.92766,0.91797,0.98448,
     61,0.93447,0.92613,0.98914, ** Model saved **
     62,0.92562,
     63,0.93401,
     64,0.92812,
     65,0.93039,0.92399,0.98776,
     66,0.93492,0.92407,0.98825, ** Model saved **
     67,0.93401,
     68,0.93537,0.93215,0.99006, ** Model saved **
     69,0.93016,
     70,0.93084,0.92494,0.98948,
     71,0.93832,0.93143,0.98934, ** Model saved **
     72,0.94286,0.92953,0.99256, ** Model saved **
     73,0.93447,
     74,0.93447,
     75,0.93673,0.92755,0.99040,
     76,0.93424,
     77,0.93741,
     78,0.93356,
     79,0.93469,
     80,0.94580,0.93325,0.99089, ** Model saved **
     81,0.94263,
     82,0.94036,
     83,0.94195,
     84,0.93923,
     85,0.93583,0.93840,0.99290,
     86,0.93991,
     87,0.94240,
     88,0.94376,
     89,0.94059,
     90,0.93787,0.93468,0.99325,
     91,0.94535,
     92,0.94422,
     93,0.94762,0.93682,0.99451, ** Model saved **
     94,0.93923,
     95,0.93424,0.93983,0.99402,
     96,0.94785,0.94244,0.99382, ** Model saved **
     97,0.94240,
     98,0.94240,
     99,0.93039,
    100,0.94059,0.93745,0.99411,
    101,0.94580,
    102,0.94286,
    103,0.94376,
    104,0.94649,
    105,0.94399,0.93705,0.99394,
    106,0.93673,
    107,0.93968,
    108,0.94762,
    109,0.94853,0.93903,0.99543, ** Model saved **
    110,0.94785,0.93745,0.99488,
    111,0.94399,
    112,0.94444,
    113,0.95057,0.93848,0.99578, ** Model saved **
    114,0.95057,
    115,0.94444,0.93919,0.99503,
    116,0.94399,
    117,0.94921,
    118,0.94127,
    119,0.94535,
    120,0.94603,0.94078,0.99526,
    121,0.94830,
    122,0.94218,
    123,0.94399,
    124,0.94739,
    125,0.94943,0.94014,0.99580,
    126,0.94807,
    127,0.94943,
    128,0.94649,
    129,0.95034,
    130,0.95442,0.94529,0.99626, ** Model saved **
    131,0.94694,
    132,0.94671,
    133,0.95374,
    134,0.94830,
    135,0.95079,0.94371,0.99609,
    136,0.95601,0.94315,0.99626, ** Model saved **
    137,0.94717,
    138,0.94875,
    139,0.95079,
    140,0.95102,0.94252,0.99638,
    141,0.95306,
    142,0.95125,
    143,0.94694,
    144,0.95261,
    145,0.94558,0.94086,0.99601,
    146,0.94603,
    147,0.95329,
    148,0.94671,
    149,0.94943,
    150,0.94785,0.94402,0.99641,
    151,0.95147,
    152,0.95057,
    153,0.95261,
    154,0.94989,
    155,0.95125,0.94434,0.99681,
    156,0.94785,
    157,0.94739,
    158,0.94603,
    159,0.95261,
    160,0.94399,0.94481,0.99701,
    161,0.94626,
    162,0.94626,
    163,0.95624,0.94806,0.99718, ** Model saved **
    164,0.94989,
    165,0.95624,0.94252,0.99695, ** Model saved **
    166,0.95533,
    167,0.95170,
    168,0.95283,
    169,0.95351,
    170,0.95601,0.93935,0.99736,
    171,0.95805,0.94576,0.99710, ** Model saved **
    172,0.95193,
    173,0.96054,0.94576,0.99750, ** Model saved **
    174,0.95782,
    175,0.95351,0.94687,0.99793,
    176,0.95034,
    177,0.95215,
    178,0.95986,
    179,0.95420,
    180,0.95465,0.94576,0.99713,
    181,0.95828,
    182,0.93764,
    183,0.95488,
    184,0.95896,
    185,0.95896,0.94133,0.99667,
    186,0.95578,
    187,0.95896,
    188,0.95420,
    189,0.95442,
    190,0.95692,0.94537,0.99799,
    191,0.95714,
    192,0.95465,
    193,0.96531,0.94529,0.99773, ** Model saved **
    194,0.96145,
    195,0.96122,0.94481,0.99816,
    196,0.95964,
    197,0.95737,
    198,0.94966,
    199,0.95918,
    200,0.96304,0.94537,0.99741,
    201,0.95737,
    202,0.95737,
    203,0.95624,
    204,0.96304,
    205,0.96009,0.94402,0.99776,
    206,0.95351,
    207,0.95329,
    208,0.96304,
    209,0.95646,
    210,0.95782,0.94616,0.99718,
    211,0.96077,
    212,0.95306,
    213,0.95351,
    214,0.95533,
    215,0.95057,0.94664,0.99759,
    216,0.96372,
    217,0.96100,
    218,0.96077,
    219,0.95374,
    220,0.95760,0.94648,0.99830,
    221,0.96168,
    222,0.96009,
    223,0.95850,
    224,0.96145,
    225,0.95873,0.94608,0.99782,
    226,0.95692,
    227,0.95601,
    228,0.95238,
    229,0.95283,
    230,0.96145,0.94727,0.99836,
    231,0.95964,
    232,0.95079,
    233,0.96009,
    234,0.95215,
    235,0.96190,0.94426,0.99747,
    236,0.96100,
    237,0.96213,
    238,0.95760,
    239,0.95578,
    240,0.95941,0.94869,0.99784,
    241,0.96463,
    242,0.96304,
    243,0.95760,
    244,0.96259,
    245,0.96122,0.94774,0.99825,
    246,0.95510,
    247,0.95624,
    248,0.95533,
    249,0.95533,
    250,0.95692,0.94972,0.99750,
    251,0.95646,
    252,0.96054,
    253,0.96009,
    254,0.96077,
    255,0.96236,0.94798,0.99839,
    256,0.96553,0.94814,0.99836, ** Model saved **
    257,0.96190,
    258,0.96463,
    259,0.96190,
    260,0.96349,0.94743,0.99807,
    261,0.95964,
    262,0.95714,
    263,0.95805,
    264,0.96190,
    265,0.96395,0.94806,0.99796,
    266,0.95782,
    267,0.96009,
    268,0.95873,
    269,0.95850,
    270,0.95828,0.94133,0.99816,
    271,0.95896,
    272,0.95986,
    273,0.96009,
    274,0.95465,
    275,0.95646,0.94893,0.99787,
    276,0.95760,
    277,0.95692,
    278,0.96054,
    279,0.95556,
    280,0.96213,0.95257,0.99799,
    281,0.96259,
    282,0.96508,
    283,0.96168,
    284,0.96372,
    285,0.95782,0.94711,0.99684,
    286,0.96190,
    287,0.96780,0.94711,0.99813, ** Model saved **
    288,0.96349,
    289,0.96100,
    290,0.95261,0.94664,0.99790,
    291,0.96236,
    292,0.95964,
    293,0.95828,
    294,0.95397,
    295,0.95941,0.95202,0.99848,
    296,0.95918,
    297,0.96553,
    298,0.95692,
    299,0.95306,
    300,0.95601,0.94481,0.99799,
    301,0.95918,
    302,0.95896,
    303,0.95510,
    304,0.95646,
    305,0.95782,0.95067,0.99865,
    306,0.95941,
    307,0.96463,
    308,0.96417,
    309,0.95351,
    310,0.95351,0.94204,0.99822,
    311,0.95850,
    312,0.96032,
    313,0.96395,
    314,0.95238,
    315,0.96236,0.94917,0.99853,
    316,0.96168,
    317,0.96145,
    318,0.96190,
    319,0.96485,
    320,0.96168,0.94315,0.99741,
    321,0.96009,
    322,0.96077,
    323,0.95941,
    324,0.95918,
    325,0.96032,0.95249,0.99882,
    326,0.95465,
    327,0.95918,
    328,0.96054,
    329,0.96372,
    330,0.96417,0.94901,0.99802,
    331,0.96145,
    332,0.95805,
    333,0.95986,
    334,0.95760,
    335,0.95669,0.94687,0.99830,
    336,0.95986,
    337,0.96485,
    338,0.96508,
    339,0.96644,
    340,0.96236,0.94656,0.99848,
    341,0.96576,
    342,0.96463,
    343,0.96145,
    344,0.96395,
    345,0.96168,0.94925,0.99871,
    346,0.96304,
    347,0.96213,
    348,0.96259,
    349,0.96281,
    350,0.95941,0.94893,0.99888,
    351,0.95896,
    352,0.96009,
    353,0.96508,
    354,0.96236,
    355,0.96259,0.95487,0.99874,
    356,0.96304,
    357,0.96304,
    358,0.96599,
    359,0.96780,0.95067,0.99819, ** Model saved **
    360,0.96757,0.95424,0.99787,
    361,0.96780,
    362,0.96259,
    363,0.96780,
    364,0.96440,
    365,0.96440,0.95218,0.99897,
    366,0.96644,
    367,0.96281,
    368,0.96757,
    369,0.96009,
    370,0.96893,0.94830,0.99902, ** Model saved **
    371,0.96417,
    372,0.96236,
    373,0.96735,
    374,0.96712,
    375,0.96440,0.95115,0.99885,
    376,0.95782,
    377,0.95737,
